2015-10-09 12:53:02 UTC+0000|[LIVE RESPONSE]| (System time)|
-|[PE DEBUG]| SETUPAPI.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x768b0000
2015-10-09 12:12:03 UTC+0000|[DLL LOADTIME (dll)]| SETUPAPI.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x768b0000
2009-07-14 01:06:15 UTC+0000|[PE HEADER (dll)]| dwmapi.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x73ae0000
-|[PE DEBUG]| dwmapi.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x73ae0000
2015-10-09 12:12:03 UTC+0000|[DLL LOADTIME (dll)]| dwmapi.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x73ae0000
2009-07-14 01:05:36 UTC+0000|[PE HEADER (dll)]| GPAPI.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74700000
2009-07-13 23:38:31 UTC+0000|[PE DEBUG]| GPAPI.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74700000
2015-10-09 12:12:46 UTC+0000|[DLL LOADTIME (dll)]| GPAPI.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74700000
2009-07-14 01:09:30 UTC+0000|[PE HEADER (dll)]| OLEAUT32.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x76d10000
-|[PE DEBUG]| OLEAUT32.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x76d10000
2015-10-09 12:12:03 UTC+0000|[DLL LOADTIME (dll)]| OLEAUT32.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x76d10000
2009-07-14 01:08:07 UTC+0000|[PE HEADER (dll)]| mswsock.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74b10000
-|[PE DEBUG]| mswsock.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74b10000
2015-10-09 12:12:10 UTC+0000|[DLL LOADTIME (dll)]| mswsock.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74b10000
2009-07-14 01:08:08 UTC+0000|[PE HEADER (dll)]| msxml3.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6df40000
-|[PE DEBUG]| msxml3.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6df40000
2015-10-09 12:12:10 UTC+0000|[DLL LOADTIME (dll)]| msxml3.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6df40000
2009-07-14 01:07:08 UTC+0000|[PE HEADER (dll)]| cryptnet.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x617e0000
-|[PE DEBUG]| cryptnet.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x617e0000
2015-10-09 12:12:46 UTC+0000|[DLL LOADTIME (dll)]| cryptnet.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x617e0000
2009-07-14 01:09:27 UTC+0000|[PE HEADER (dll)]| ole32.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x759b0000
-|[PE DEBUG]| ole32.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x759b0000
2015-10-09 12:12:03 UTC+0000|[DLL LOADTIME (dll)]| ole32.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x759b0000
2009-07-14 01:10:29 UTC+0000|[PE HEADER (dll)]| SHLWAPI.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x75950000
-|[PE DEBUG]| SHLWAPI.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x75950000
2015-10-09 12:12:03 UTC+0000|[DLL LOADTIME (dll)]| SHLWAPI.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x75950000
2009-07-14 01:09:34 UTC+0000|[PE HEADER (dll)]| PSAPI.DLL| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x755d0000
2009-07-13 23:15:50 UTC+0000|[PE DEBUG]| PSAPI.DLL| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x755d0000
2015-10-09 12:12:03 UTC+0000|[DLL LOADTIME (dll)]| PSAPI.DLL| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x755d0000
2009-07-14 01:07:53 UTC+0000|[PE HEADER (dll)]| MSCTF.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x770e0000
-|[PE DEBUG]| MSCTF.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x770e0000
2015-10-09 12:12:03 UTC+0000|[DLL LOADTIME (dll)]| MSCTF.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x770e0000
2009-07-14 01:07:26 UTC+0000|[PE HEADER (dll)]| MSACM32.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6ba30000
2009-07-14 00:03:28 UTC+0000|[PE DEBUG]| MSACM32.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6ba30000
2015-10-09 12:12:03 UTC+0000|[DLL LOADTIME (dll)]| MSACM32.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6ba30000
2009-07-13 23:37:37 UTC+0000|[PE HEADER (dll)]| wkscli.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x73650000
-|[PE DEBUG]| wkscli.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x73650000
2015-10-09 12:12:03 UTC+0000|[DLL LOADTIME (dll)]| wkscli.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x73650000
2009-07-14 01:04:06 UTC+0000|[PE HEADER (dll)]| bcrypt.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74c60000
2009-07-13 23:32:55 UTC+0000|[PE DEBUG]| bcrypt.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74c60000
2015-10-09 12:12:46 UTC+0000|[DLL LOADTIME (dll)]| bcrypt.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74c60000
2009-07-14 01:06:20 UTC+0000|[PE HEADER (dll)]| LINKINFO.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6f4a0000
2009-07-13 23:39:25 UTC+0000|[PE DEBUG]| LINKINFO.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6f4a0000
2015-10-09 12:12:55 UTC+0000|[DLL LOADTIME (dll)]| LINKINFO.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6f4a0000
2009-07-13 23:43:47 UTC+0000|[PE HEADER (dll)]| RpcRtRemote.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x750c0000
2009-07-13 23:43:47 UTC+0000|[PE DEBUG]| RpcRtRemote.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x750c0000
2015-10-09 12:12:10 UTC+0000|[DLL LOADTIME (dll)]| RpcRtRemote.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x750c0000
2009-07-14 01:06:13 UTC+0000|[PE HEADER (dll)]| DUI70.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x73ce0000
-|[PE DEBUG]| DUI70.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x73ce0000
2015-10-09 12:12:03 UTC+0000|[DLL LOADTIME (dll)]| DUI70.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x73ce0000
2009-07-14 01:11:39 UTC+0000|[PE HEADER (dll)]| WINSPOOL.DRV| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6fb70000
-|[PE DEBUG]| WINSPOOL.DRV| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6fb70000
2015-10-09 12:12:56 UTC+0000|[DLL LOADTIME (dll)]| WINSPOOL.DRV| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6fb70000
2009-07-14 01:10:37 UTC+0000|[PE HEADER (dll)]| slc.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x73520000
2009-07-13 23:35:26 UTC+0000|[PE DEBUG]| slc.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x73520000
2015-10-09 12:12:55 UTC+0000|[DLL LOADTIME (dll)]| slc.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x73520000
2009-07-14 01:07:44 UTC+0000|[PE HEADER (dll)]| MSASN1.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x75140000
2009-07-13 23:32:37 UTC+0000|[PE DEBUG]| MSASN1.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x75140000
2015-10-09 12:12:03 UTC+0000|[DLL LOADTIME (dll)]| MSASN1.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x75140000
2009-07-14 01:11:19 UTC+0000|[PE HEADER (dll)]| srvcli.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74d60000
2009-07-13 23:37:34 UTC+0000|[PE DEBUG]| srvcli.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74d60000
2015-10-09 12:12:03 UTC+0000|[DLL LOADTIME (dll)]| srvcli.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74d60000
2009-07-14 01:05:33 UTC+0000|[PE HEADER (dll)]| GDI32.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x75bb0000
-|[PE DEBUG]| GDI32.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x75bb0000
2015-10-09 12:12:03 UTC+0000|[DLL LOADTIME (dll)]| GDI32.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x75bb0000
2009-07-14 01:11:31 UTC+0000|[PE HEADER (dll)]| WINNSI.DLL| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x733f0000
2009-07-13 23:12:04 UTC+0000|[PE DEBUG]| WINNSI.DLL| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x733f0000
2015-10-09 12:12:10 UTC+0000|[DLL LOADTIME (dll)]| WINNSI.DLL| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x733f0000
2009-07-14 01:10:36 UTC+0000|[PE HEADER (dll)]| Secur32.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74e70000
2009-07-13 23:33:59 UTC+0000|[PE DEBUG]| Secur32.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74e70000
2015-10-09 12:12:03 UTC+0000|[DLL LOADTIME (dll)]| Secur32.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74e70000
2009-07-14 01:03:45 UTC+0000|[PE HEADER (dll)]| aaclient.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x71c30000
2009-07-14 00:02:22 UTC+0000|[PE DEBUG]| aaclient.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x71c30000
2015-10-09 12:12:09 UTC+0000|[DLL LOADTIME (dll)]| aaclient.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x71c30000
2009-07-14 01:04:07 UTC+0000|[PE HEADER (dll)]| Cabinet.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6fe60000
2009-07-13 23:12:32 UTC+0000|[PE DEBUG]| Cabinet.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6fe60000
2015-10-09 12:12:46 UTC+0000|[DLL LOADTIME (dll)]| Cabinet.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6fe60000
2009-07-14 01:11:42 UTC+0000|[PE HEADER (dll)]| WINSTA.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x75090000
-|[PE DEBUG]| WINSTA.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x75090000
2015-10-09 12:12:10 UTC+0000|[DLL LOADTIME (dll)]| WINSTA.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x75090000
2009-07-14 01:06:14 UTC+0000|[PE HEADER (dll)]| DUser.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x73cb0000
2009-07-13 23:26:38 UTC+0000|[PE DEBUG]| DUser.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x73cb0000
2015-10-09 12:12:03 UTC+0000|[DLL LOADTIME (dll)]| DUser.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x73cb0000
2009-07-14 01:06:15 UTC+0000|[PE HEADER (dll)]| IMM32.DLL| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x770c0000
-|[PE DEBUG]| IMM32.DLL| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x770c0000
2015-10-09 12:12:03 UTC+0000|[DLL LOADTIME (dll)]| IMM32.DLL| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x770c0000
2009-07-14 01:04:34 UTC+0000|[PE HEADER (dll)]| d3d10_1core.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6fb00000
2009-07-13 23:27:54 UTC+0000|[PE DEBUG]| d3d10_1core.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6fb00000
2015-10-09 12:12:10 UTC+0000|[DLL LOADTIME (dll)]| d3d10_1core.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x6fb00000
2009-07-14 01:07:11 UTC+0000|[PE HEADER (dll)]| CRYPTUI.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74110000
-|[PE DEBUG]| CRYPTUI.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74110000
2015-10-09 12:12:03 UTC+0000|[DLL LOADTIME (dll)]| CRYPTUI.dll| Process: mstsc.exe/PID: 2844/PPID: 2116/Process POffset: 0x3fd1fd40/DLL Base: 0x74110000
2015-10-09 11:30:55 UTC+0000|[PROCESS]| msdtc.exe| PID: 1980/PPID: 528/POffset: 0x3e2b79e8
2009-07-14 04:37:09 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\VERSIONS| msdtc.exe PID: 1980/PPID: 528/POffset: 0x3e2b79e8
2015-10-09 10:48:49 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\SESSION MANAGER| msdtc.exe PID: 1980/PPID: 528/POffset: 0x3e2b79e8
2015-10-09 11:30:48 UTC+0000|[Handle (Key)]| MACHINE| msdtc.exe PID: 1980/PPID: 528/POffset: 0x3e2b79e8
2009-07-14 04:41:34 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\MSDTC\TRACING| msdtc.exe PID: 1980/PPID: 528/POffset: 0x3e2b79e8
2009-07-14 04:41:34 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\MSDTC\TRACING| msdtc.exe PID: 1980/PPID: 528/POffset: 0x3e2b79e8
2009-07-14 04:41:34 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\MSDTC\TRACING| msdtc.exe PID: 1980/PPID: 528/POffset: 0x3e2b79e8
2009-07-14 04:41:34 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\MSDTC\TRACING| msdtc.exe PID: 1980/PPID: 528/POffset: 0x3e2b79e8
2009-07-14 04:41:34 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\MSDTC\TRACING| msdtc.exe PID: 1980/PPID: 528/POffset: 0x3e2b79e8
2009-07-14 04:41:34 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\MSDTC\TRACING| msdtc.exe PID: 1980/PPID: 528/POffset: 0x3e2b79e8
2009-07-14 04:41:34 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\MSDTC\TRACING| msdtc.exe PID: 1980/PPID: 528/POffset: 0x3e2b79e8
2009-07-14 04:41:34 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\TRACING\MSDTC\CHANGED| msdtc.exe PID: 1980/PPID: 528/POffset: 0x3e2b79e8
2009-07-14 04:34:14 UTC+0000|[Handle (Key)]| USER\S-1-5-20\CONTROL PANEL\INTERNATIONAL| msdtc.exe PID: 1980/PPID: 528/POffset: 0x3e2b79e8
2015-10-09 05:37:19 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES| msdtc.exe PID: 1980/PPID: 528/POffset: 0x3e2b79e8
2009-07-13 23:44:02 UTC+0000|[PE HEADER (exe)]| msdtc.exe| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x00b40000
-|[PE DEBUG]| msdtc.exe| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x00b40000
1970-01-01 00:00:00 UTC+0000|[DLL LOADTIME (exe)]| msdtc.exe| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x00b40000
2009-07-14 01:09:47 UTC+0000|[PE HEADER (dll)]| ntdll.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x76f80000
-|[PE DEBUG]| ntdll.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x76f80000
1970-01-01 00:00:00 UTC+0000|[DLL LOADTIME (dll)]| ntdll.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x76f80000
2009-07-14 01:08:07 UTC+0000|[PE HEADER (dll)]| MSWSOCK.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x74b10000
-|[PE DEBUG]| MSWSOCK.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x74b10000
2015-10-09 11:30:55 UTC+0000|[DLL LOADTIME (dll)]| MSWSOCK.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x74b10000
2009-07-14 01:11:38 UTC+0000|[PE HEADER (dll)]| WS2_32.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x75740000
2009-07-13 23:12:25 UTC+0000|[PE DEBUG]| WS2_32.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x75740000
2015-10-09 11:30:55 UTC+0000|[DLL LOADTIME (dll)]| WS2_32.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x75740000
2009-07-14 01:07:06 UTC+0000|[PE HEADER (dll)]| cryptdll.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x74d40000
2009-07-13 23:32:38 UTC+0000|[PE DEBUG]| cryptdll.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x74d40000
2015-10-09 11:30:55 UTC+0000|[DLL LOADTIME (dll)]| cryptdll.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x74d40000
2009-07-14 01:09:27 UTC+0000|[PE HEADER (dll)]| ole32.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x759b0000
-|[PE DEBUG]| ole32.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x759b0000
2015-10-09 11:30:55 UTC+0000|[DLL LOADTIME (dll)]| ole32.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x759b0000
2009-07-14 01:05:29 UTC+0000|[PE HEADER (dll)]| DNSAPI.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x749d0000
2009-07-13 23:12:36 UTC+0000|[PE DEBUG]| DNSAPI.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x749d0000
2015-10-09 11:30:55 UTC+0000|[DLL LOADTIME (dll)]| DNSAPI.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x749d0000
2009-07-14 01:09:45 UTC+0000|[PE HEADER (dll)]| NSI.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x755f0000
2009-07-13 23:12:06 UTC+0000|[PE DEBUG]| NSI.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x755f0000
2015-10-09 11:30:55 UTC+0000|[DLL LOADTIME (dll)]| NSI.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x755f0000
2009-07-14 01:06:33 UTC+0000|[PE HEADER (dll)]| LPK.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x75c00000
2009-07-13 23:25:32 UTC+0000|[PE DEBUG]| LPK.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x75c00000
2015-10-09 11:30:55 UTC+0000|[DLL LOADTIME (dll)]| LPK.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x75c00000
2009-07-14 01:09:50 UTC+0000|[PE HEADER (dll)]| RPCRT4.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x757e0000
2009-07-13 23:13:01 UTC+0000|[PE DEBUG]| RPCRT4.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x757e0000
2015-10-09 11:30:55 UTC+0000|[DLL LOADTIME (dll)]| RPCRT4.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x757e0000
2009-07-13 23:12:01 UTC+0000|[PE HEADER (dll)]| CRYPTBASE.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x75020000
2009-07-13 23:12:01 UTC+0000|[PE DEBUG]| CRYPTBASE.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x75020000
2015-10-09 11:30:55 UTC+0000|[DLL LOADTIME (dll)]| CRYPTBASE.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x75020000
2009-07-14 01:10:36 UTC+0000|[PE HEADER (dll)]| secur32.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x74e70000
2009-07-13 23:33:59 UTC+0000|[PE DEBUG]| secur32.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x74e70000
2015-10-09 11:30:55 UTC+0000|[DLL LOADTIME (dll)]| secur32.dll| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x74e70000
2009-07-14 01:06:51 UTC+0000|[PE HEADER (dll)]| COMRES.DLL| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x71630000
-|[PE DEBUG]| COMRES.DLL| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x71630000
2015-10-09 11:30:55 UTC+0000|[DLL LOADTIME (dll)]| COMRES.DLL| Process: msdtc.exe/PID: 1980/PPID: 528/Process POffset: 0x3e2b79e8/DLL Base: 0x71630000
